"","something","rotten","state","denmark","distanceMetric"
"56",0,0,0,0,0.506284018839168
"57",0,0,0.000889877641824249,0,0.50800251741539
"58",0,0,0.00113733295422235,0,0.506531923668681
"59",0,0,0.000725294650951949,0,0.505625292698504
"60",0,0,0.000371264154445888,0,0.507258061031831
"61",0,0,0.000425894378194208,0,0.50641044421334
"62",0,0.000242483026188167,0.000727449078564501,0,0.507375438062558
"63",0.000202963263649279,0,0.000202963263649279,0,0.506081246539515
"64",0,0,0,0,0.510637535180951
"65",0,0,0.000914634146341463,0,0.506274028887515
"66",0,0,0.000976800976800977,0,0.506919314089032
"67",0,0,0.000267594327000268,0,0.507737565259893
"68",0.000455477112275108,0,0.00159416989296288,0,0.505221125541657
"69",0.000423549343498518,0,0.00127064803049555,0,0.505765846952141
"70",0.00045662100456621,0,0.00136986301369863,0,0.505880949966781
"71",0.000849978750531237,0,0.00169995750106247,0,0.506548159550485
"72",0,0,0.001194743130227,0,0.505955124147286
"73",0.000543773790103317,0,0,0,0.506590516622923
"74",0.000251130085384229,0.000251130085384229,0.000251130085384229,0,0.506229917251359
"75",0,0,0.000245218244237371,0,0.505931295905431
"76",0,0,0.000801068090787717,0,0.506275015773492
"77",0,0,0.000574712643678161,0,0.508102372435536
"78",0,0,0.000541711809317443,0,0.507477288348012
"79",0,0,0.000289100896212778,0,0.507600398831427
"80",0.000244917952485917,0,0.000489835904971834,0,0.507507865630711
"81",0,0,0,0,0.507788730675082
"82",0.000405350628293474,0,0,0,0.506848738275284
"83",0.000337438839210393,0,0.000337438839210393,0,0.505372351170939
"84",0.000237135404315864,0,0.000711406212947593,0,0.505041921378614
"85",0.000479156684235745,0,0.000239578342117873,0,0.505976753481357
"86",0.000640204865556978,0,0.000426803243704652,0,0.504997161846855
"87",0.000335345405767941,0.000335345405767941,0.00100603621730382,0,0.505640826383928
"88",0.000338983050847458,0,0,0,0.507008054650623
"89",0,0,0,0,0.506986219949367
"90",0,0,0,0,0.508806945579536
"91",0.000412881915772089,0,0.000412881915772089,0,0.506360324037206
"92",0,0.000139703827884884,0.000419111483654652,0,0.506242280419634
"93",0,0,0.000910470409711684,0,0.507059159905094
"94",0,0,0,0,0.507737326840683
"95",0.000310945273631841,0,0.000621890547263682,0,0.507224467913348
"96",0.00061143381228982,0,0.00061143381228982,0,0.505645897105246
"97",0.000384024577572965,0,0,0,0.506197128315291
"98",0.000757288905717531,0,0.000757288905717531,0,0.506308554180551
"99",0.000219010074463425,0,0.000438020148926851,0,0.506397232932674
"100",0.000283085633404105,0.000141542816702052,0.000141542816702052,0,0.506868230780436
"101",0,0,0.000568504832291074,0,0.506680629453173
"102",0.000628535512256443,0.000314267756128221,0,0,0.506684811131472
"103",0.000914076782449726,0,0,0,0.505834246776559
"104",0.000525430853299706,0,0.00126103404791929,0,0.506397793765406
"105",0.000280033604032484,0,0,0,0.506841928414074
"106",0.000244678248103744,0,0,0,0.50658406604748
"107",0,0,0,0,0.510048943272411
"108",0,0,0,0,0.510254734126477
"109",0.000318674314850223,0.000318674314850223,0.000318674314850223,0,0.506840452743808
"110",0.00053633681952266,0,0,0,0.506795034484259
"111",0,0,0.00134108180599017,0,0.506747901459265
"112",0.000455580865603645,0,0,0,0.506750882638105
"113",0,0,0,0,0.508208830215945
"114",0.000231696014828545,0,0.000231696014828545,0,0.505856874195026
"115",0.000584795321637427,0,0,0,0.507263341136234
"116",0.000382701875239189,0,0,0,0.507386883711034
"117",0,0,0,0,0.507140982265979
"118",0.000224215246636771,0,0.000224215246636771,0,0.506749572868538
"119",0,0,0,0,0.506811020720985
"120",0,0.000382409177820268,0,0,0.506466525034279
"121",0,0,0.000506457330969866,0,0.506196454082181
"122",0.000669941938365342,0,0.00200982581509603,0,0.505542751989676
"123",0.000212675457252233,0,0,0,0.507116857010158
"124",0.00123839009287926,0,0.000412796697626419,0,0.505622593591548
"125",0.000238322211630124,0,0.000238322211630124,0,0.506799453683974
"126",0,0,0.00117820324005891,0,0.506126859123745
"127",0,0,0.000236574402649633,0,0.506040762511888
"128",0.000470035252643948,0.000235017626321974,0.000235017626321974,0,0.505406552897744
"129",0,0,0.00152632917832613,0,0.5059734703209
"130",0,0,0.00229252636405319,0,0.505559970940365
"131",0,0,0.00104220948410631,0,0.505830806112014
"132",0.00014120304998588,0,0.00014120304998588,0,0.506178193512133
"133",0,0,0.000706214689265537,0,0.506296338754189
"134",0.000181159420289855,0.000181159420289855,0.000905797101449275,0,0.506657784802594
"135",0.000342172797262618,0.000171086398631309,0.000342172797262618,0,0.505965766322447
"136",0,0,0,0,0.50753212375963
"137",0,0,0.000210393435724805,0,0.50543136744489
"138",0.000223015165031222,0,0,0,0.505739490471221
"139",0.000187476565429321,0,0.000374953130858643,0,0.504960603067896
"140",0,0,0.00073909830007391,0,0.505645744330612
"141",0.00069468565474123,0.000347342827370615,0,0,0.506225776916035
"142",0,0.00029086678301338,0.00029086678301338,0,0.50715065522618
"143",0.000361532899493854,0,0,0,0.507490467380731
"144",0,0,0,0,0.506572658115388
"145",0,0,0,0,0.507423356923827
"146",0.000437254044599913,0,0.000437254044599913,0,0.506710137976541
"147",0.000515463917525773,0.000257731958762887,0.00077319587628866,0,0.505161739903808
"148",0,0.000303674460977832,0,0,0.505321488822451
"149",0.000820681165367255,0,0.000410340582683627,0,0.505212376913395
"150",0.000559910414333707,0,0.000559910414333707,0,0.505414914011577
"151",0,0,0,0,0.506676728942389
"152",0,0,0.00111234705228031,0,0.505160660104861
"153",0.00113314447592068,0,0.00113314447592068,0,0.505434914512625
"154",0,0,0,0,0.505985420947459
"155",0.000229463056447912,0.000229463056447912,0.000458926112895824,0,0.506148224269457
"156",0,0,0,0,0.506669276547606
"157",0,0,0.000295159386068477,0,0.508884399382396
"158",0.000275027502750275,0,0,0,0.506230237883968
"159",0,0,0,0,0.506285999357333
"160",0,0,0,0,0.507726632090988
"161",0,0,0,0,0.507346119417876
"162",0,0,0.000196927924379677,0,0.506452679780755
"163",0,0,0.000535188654000535,0,0.506341236732123
"164",0.000481116189559779,0,0.000721674284339668,0,0.505046134245214
"165",0.000231535077564251,0,0.000694605232692753,0,0.505696634304398
"166",0.000458190148911798,0.000229095074455899,0,0,0.505616501371668
"167",0,0,0.000525900604785696,0,0.506247575061741
"168",0.000529240539825351,0,0.00132310134956338,0,0.50525238857255
"169",0.000876040297853701,0,0.000219010074463425,0,0.506934856445582
"170",0.000672043010752688,0,0,0,0.507941826797456
"171",0,0,0.000381970970206264,0,0.507009739604741
"172",0.000404858299595142,0,0,0,0.506965043545485
"173",0,0,0,0,0.506729284730662
"174",0,0,0,0,0.506630881655887
"175",0,0,0,0,0.506619153141508
"176",0,0,0.000584453535943892,0,0.506168396542385
"177",0.000604229607250755,0,0,0,0.50522565661513
"178",0.00093167701863354,0.00031055900621118,0,0,0.505673036364438
"179",0.000373692077727952,0.000373692077727952,0,0,0.506435632687656
"180",0.000996583143507973,0,0.000284738041002278,0,0.505465283000363
"181",0.00101962783583992,0,0.00025490695895998,0,0.505926149321476
"182",0,0,0,0,0.506252115710793
"",0.25,0.25,0.25,0.25,0
